time,value
0,-0.2706584277124831
1,-0.36964538620942566
2,-1.230549956648057
3,-2.19438163661855
4,0.10257218545470012
5,0.8526016387854838
6,-0.6796495930750339
7,-1.7320629863130999
8,-1.1179145695951052
9,-0.13558378416825384
10,0.6525746533667236
11,0.9204422560043838
12,0.5695456675719327
13,0.7492746005313663
14,-0.29779488938048393
15,1.3516416168420846
16,1.3034588527385018
17,-0.830950831910348
18,0.6797162498797301
19,0.918753720359118
20,-0.41044120225989333
21,0.25022727078025236
22,0.470189819914255
23,0.1316644864184925
24,-0.41200873191057036
25,0.12644099691654775
26,0.2109662130315798
27,-1.2137139937561934
28,0.4001601020315624
29,-0.6765897388413896
30,-1.9840681208586195
31,-0.10418611780194319
32,1.5681721589516613
33,0.672129343942009
34,-1.0976382551662696
35,0.006102944287714929
36,0.533460347811385
37,-0.020271489880806348
38,0.9380937775969073
39,0.24474614175148834
40,0.4943185741927376
41,0.5874940572351017
42,1.3225926270894361
43,0.412985883620478
44,-0.09695753478496008
45,3.085583458710182
46,-0.9004514761553787
47,0.16747269026510714
48,-0.746220679631518
49,-0.9927484133389419
50,0.40554194497346485
51,0.84071621221426
52,-0.4555889537965382
53,-1.3749245157862402
54,0.6048559509165323
55,1.1329907306775855
56,-0.5643431679437237
57,0.5005105274113409
58,0.6554503777534155
59,1.4853871912436725
60,0.2834681404068495
61,-0.7951127121889408
62,-1.146356393769377
63,-0.28019641369402953
64,0.5523366123444744
65,-0.4042272902676589
66,-0.14747848439695097
67,-0.43672961529307364
68,0.6880146041432076
69,0.7089499479615068
70,-1.4348553488685496
71,-0.8823056874353602
72,-0.27412526296509615
73,1.0413209294129977
74,-3.1655979310726585
75,-0.5868889239450404
76,0.7562129900329411
77,0.01780981921864837
78,2.1842372574327036
79,0.12269620642897125
80,-1.147356476634053
81,2.6508625452404595
82,0.7209887994149818
83,-0.2512189665247328
84,-1.4467721183789872
85,-0.7026682945838825
86,0.9123675970939671
87,0.6805892939555267
88,-0.4233973349489109
89,1.476166017429166
90,-0.3479713973747779
91,2.028482587166981
92,-1.1777226953865276
93,-1.2526523319754097
94,0.7646839725694213
95,0.13105263025372627
96,-0.34733232200469216
97,1.196098064320204
98,-0.2332550024007473
99,0.4892279263469006
100,0.2344011533988003
101,0.37770211400328657
102,1.2703922403773427
103,0.17954350214954404
104,1.4617493039008156
105,-0.25137672968383395
106,0.14436842735419816
107,-0.9098040381878011
108,0.9863271711044138
109,-1.2610947264925128
110,0.04794136630099346
111,0.3748285005405362
112,0.31084322400291126
113,-1.5287488297180356
114,-0.21878341881605842
115,-0.25122442791489563
116,-0.5719486186244784
117,1.3447756570563076
118,-0.6575293578484015
119,-0.7905685273516291
120,1.3184953323954263
121,-0.3281603541952061
122,1.9774666090252708
123,-1.9915891077067518
124,-0.42251603265324045
125,-0.09142349360834867
126,-0.24669034628404996
127,-0.19101090255153091
128,0.4407794028957613
129,-1.6463226985555097
130,-0.6377386525993289
131,0.3767729938044232
132,-0.33712439018098544
133,0.4699664942740373
134,0.6777234837284265
135,-0.4627402102088957
136,-0.514646947191454
137,0.8674071899315022
138,0.14432326977971607
139,-1.017277531789893
140,0.9958296839471129
141,-0.25106269841796136
142,1.4977573466033889
143,-1.2893425201142081
144,-1.3250955858631763
145,1.5567025182411902
146,-1.5467668035620308
147,0.9829725225134306
148,-0.13712353935191873
149,-0.08204453223250109
150,0.5469501786772532
151,0.5859354022699038
152,-0.05277445333125741
153,1.0247898052798805
154,0.7864282188490903
155,1.033770584403464
156,-0.6014011231890508
157,0.2814030399941518
158,0.6691824779185049
159,1.1671993899524098
160,0.10071800317122484
161,1.9378597224365157
162,-0.05624282679546981
163,0.7742881797293445
164,1.668523077332189
165,1.2429617938976563
166,-0.0339120104709595
167,1.0523701101731995
168,0.1899348608797642
169,1.0220010060992024
170,-0.0612420744003754
171,-0.4387269320578602
172,0.8141262120732292
173,-0.7777056395535572
174,1.5796313718873556
175,1.4222216880873588
176,0.017942674800326602
177,1.3944304081097418
178,0.30583646520746105
179,0.6585788297531489
180,0.15798738006472274
181,-1.0798571458064607
182,-0.05559781422422133
183,-1.4599259752181286
184,-1.415662251248594
185,-0.4253920283282964
186,0.42589833775091734
187,-0.8468920384107949
188,-0.24884283815622557
189,1.0421793704447135
190,0.04907999460770142
191,0.07123031367141282
192,-1.5518908070236457
193,0.7783580184852331
194,0.45928490425619195
195,-0.9542200932847668
196,0.6695363701473717
197,-0.8286633087427401
198,-0.9168119073250639
199,-0.28266865419134624
200,0.08265589501287574
201,1.2438442705045316
202,0.8855077063498428
203,-0.2508503302270037
204,0.36139085766698664
205,0.6093478322084965
206,-0.5020459580572203
207,2.0368443267255825
208,1.7069046712903881
209,-1.311548352277482
210,0.9579270495760429
211,-0.6104932195596886
212,0.23320011254794107
213,-0.6803497120088009
214,0.1509509009005339
215,0.17395875329414245
216,-1.9841115537506162
217,-0.810538908230576
218,-0.2683270735760978
219,-1.2829366354562088
220,0.25481649269110684
221,1.6197547790610662
222,0.08668339760847255
223,0.005432062830648773
224,0.18790072879679443
225,-0.42258291039291346
226,-1.361575002001794
227,0.27796130482924936
228,-1.4725597606775191
229,0.2327394535598204
230,-1.5776488358475762
231,-1.7565319996418256
232,0.4480077747273452
233,0.48471960763098576
234,0.36240087102153234
235,0.9674390430371504
236,-0.20705164585174307
237,0.6246645040985432
238,-1.2660577253288556
239,-0.3282293534041002
240,0.7105521838083247
241,0.15399869244754308
242,2.8157346507995133
243,-1.2259415242439087
244,-2.145949932242826
245,-0.6351303942521004
246,0.5451117401030044
247,0.4813603186571383
248,0.05964498961514707
249,0.946659911406125
